SMILES,CID,PreferredName,IUPACName,PrimarySynonym,Synonyms
CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1,14739,N-[4-[4-[3-(dimethylamino)propyl]piperazin-1-yl]phenyl]acetamide,N-[4-[4-[3-(dimethylamino)propyl]piperazin-1-yl]phenyl]acetamide,PIPERAMIDE,"PIPERAMIDE; Piperamide [INN]; 299-48-9; UNII-83B7UZO20C; piperamida; 83B7UZO20C; 4'-(4-(3-(DIMETHYLAMINO)PROPYL)-1-PIPERAZINYL)ACETANILIDE; ACETAMIDE, N-(4-(4-(3-(DIMETHYLAMINO)PROPYL)-1-PIPERAZINYL)PHENYL)-; piperamidum; RefChem:174388"
CC(=O)NC1=CC=C(C=C1)N2CC[NH+](CC2)CCC[NH+](C)C.C(=C/C(=O)[O-])\C(=O)O.C(=C/C(=O)[O-])\C(=O)O,6433263,3-[4-(4-acetamidophenyl)piperazin-1-ium-1-yl]propyl-dimethylazanium;bis((E)-4-hydroxy-4-oxobut-2-enoate),3-[4-(4-acetamidophenyl)piperazin-1-ium-1-yl]propyl-dimethylazanium;bis((E)-4-hydroxy-4-oxobut-2-enoate),,
CC1=CC(=O)C2=C(N1)C=CC3=C2N=C(N3)C4=CC=CO4,312914,"2-(furan-2-yl)-7-methyl-3,6-dihydroimidazo[4,5-f]quinolin-9-one","2-(furan-2-yl)-7-methyl-3,6-dihydroimidazo[4,5-f]quinolin-9-one",Furodazole,"Furodazole; 56119-96-1; Furodazole [INN]; Furodazole anhydrous; UNII-5B6I19ZE0R; 5B6I19ZE0R; Furodazole, anhydrous; NSC 225227; NSC-225227; F 691"
CN1C(=O)[C@]23C[C@H]4C(C)(C)[C@]5(CNc6c5ccc5c6OC=CC(C)(C)O5)C[C@@]41CN2CC[C@@]3(C)O,25154194,"(1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one","(1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one",Derquantel,"Derquantel; 187865-22-1; Dercuantel; 0L0UGK6OOX; PF-00520904; derquantelum; RefChem:585771; (1S,6R,7R,9S,11R)-6-hydroxy-4',4',6,10,10,13-hexamethylspiro[3,13-diazatetracyclo[5.5.2.01,9.03,7]tetradecane-11,8'-9,10-dihydro-[1,4]dioxepino[2,3-g]indole]-14-one; Derquantel [USAN]; 2-Deoxoparaherquamide"
C1=CC=C(C=C1)C2=NC3=CC=CC=C3N2,12855,2-phenyl-1H-benzimidazole,2-phenyl-1H-benzimidazole,2-Phenylbenzimidazole,"2-Phenylbenzimidazole; 716-79-0; 2-Phenyl-1H-benzimidazole; 2-phenyl-1H-benzo[d]imidazole; Phenzidole; Gainex; Phenzidol; 1H-Benzimidazole, 2-phenyl-; CB9ZJ140SB; DTXSID5052460"
CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,15789,"7-ethoxyacridine-3,9-diamine;2-hydroxypropanoic acid","7-ethoxyacridine-3,9-diamine;2-hydroxypropanoic acid",ETHACRIDINE LACTATE,"ETHACRIDINE LACTATE; 1837-57-6; acrinol; Rivanol; 6,9-Diamino-2-ethoxyacridine lactate; Metifex; Rimaon; Vucine; Antidiar 200; ETHACRIDINE LACTATE ANHYDROUS"
CC[n+]1c(/C=C/c2ccc(N3CCCC3)cc2)cccc1/C=C/c1ccc(N2CCCC2)cc1,6038284,"1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium","1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium",Stilbazium,"Stilbazium; Stilbazium ion; Stilbazium cation; BZH4E8NH3O; UNII-BZH4E8NH3O; 6253-07-2; Pyridinium, 1-ethyl-2,6-bis(2-(4-(1-pyrrolidinyl)phenyl)ethenyl)-; DTXSID00211573; RefChem:185774; DTXCID30134064"
CC[n+]1c(/C=C/c2ccc(N3CCCC3)cc2)cccc1/C=C/c1ccc(N2CCCC2)cc1.[I-],6433387,"1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium iodide","1-ethyl-2,6-bis[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]pyridin-1-ium iodide",STILBAZIUM IODIDE,"STILBAZIUM IODIDE; Monopar; 3784-99-4; Iodure de stilbazium; Ioduro de estilbazio; BW-61-32; Stilbazii iodidum; NSC-89239; YCI523M52V; Pyridinium, 1-ethyl-2,6-bis(p-1-pyrrolidinylstyryl)-, iodide"
C1=CC=C(C(=C1)C2=NC3=CC=CC=C3N2)Cl,77123,2-(2-chlorophenyl)-1H-benzimidazole,2-(2-chlorophenyl)-1H-benzimidazole,Chlorfenazole,"Chlorfenazole; 3574-96-7; 2-(2-Chlorophenyl)-1H-benzimidazole; 2-(2-Chlorophenyl)benzimidazole; 1H-Benzimidazole, 2-(2-chlorophenyl)-; Chlorfenazole [ISO]; 2-(o-Chlorophenyl)benzimidazole; G 572; RT668W2SVP; NSC-128751"
CCN(CC)CCNC1=C2C(C3=CC=CC=C3OC2=C(C=C1)C)O,192783,1-[2-(diethylamino)ethylamino]-4-methyl-9H-xanthen-9-ol,1-[2-(diethylamino)ethylamino]-4-methyl-9H-xanthen-9-ol,3569-85-5,"3569-85-5; Miracil C; 9H-Xanthen-9-ol, 1-((2-(diethylamino)ethyl)amino)-4-methyl-; DTXSID20957082; 1-{[2-(diethylamino)ethyl]amino}-4-methyl-9H-xanthen-9-ol"
c1ccc2[nH]c(-c3cscn3)nc2c1,5430,"4-(1H-benzimidazol-2-yl)-1,3-thiazole","4-(1H-benzimidazol-2-yl)-1,3-thiazole",thiabendazole,thiabendazole; 148-79-8; Tiabendazole; Mintezol; 2-(4-Thiazolyl)benzimidazole; Omnizole; Equizole; Minzolum; Lombristop; Thiabenzole
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,"4-(1H-benzimidazol-2-yl)-1,3-thiazole","4-(1H-benzimidazol-2-yl)-1,3-thiazole",thiabendazole,thiabendazole; 148-79-8; Tiabendazole; Mintezol; 2-(4-Thiazolyl)benzimidazole; Omnizole; Equizole; Minzolum; Lombristop; Thiabenzole
COc1cc(NCCNC(=O)/C=C/C(C)(F)F)ccn1,122173820,"(E)-4,4-difluoro-N-[2-[(2-methoxy-4-pyridinyl)amino]ethyl]pent-2-enamide","(E)-4,4-difluoro-N-[2-[(2-methoxy-4-pyridinyl)amino]ethyl]pent-2-enamide",Atelocantel,"Atelocantel; Atelocantel [USAN]; 1370540-16-1; BW30617FPS; AH353623; UNII-BW30617FPS; ATELOCANTEL [INN]; AH-353623; 2-Pentenamide, 4,4-difluoro-N-(2-((2-methoxy-4-pyridinyl)amino)ethyl)-, (2E)-; Atelocantel (USAN)"
C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,44449087,N-[(2S)-2-cyano-1-[5-cyano-2-(trifluoromethyl)phenoxy]propan-2-yl]-4-(trifluoromethylsulfanyl)benzamide,N-[(2S)-2-cyano-1-[5-cyano-2-(trifluoromethyl)phenoxy]propan-2-yl]-4-(trifluoromethylsulfanyl)benzamide,Monepantel,Monepantel; 887148-69-8; monepantelum; 82MA79VJ33; CHEBI:78621; ZOLVIX COMPONENT MONEPANTEL; RefChem:159492; DTXCID201435157; DTXSID001008318; Monepantel [INN]
CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O.[Cl-],5351142,1-[2-(diethylamino)ethylamino]-4-methylthioxanthen-9-one chloride,1-[2-(diethylamino)ethylamino]-4-methylthioxanthen-9-one chloride,,
CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,3634,1-[2-(diethylamino)ethylamino]-4-(hydroxymethyl)thioxanthen-9-one,1-[2-(diethylamino)ethylamino]-4-(hydroxymethyl)thioxanthen-9-one,hycanthone,"hycanthone; 3105-97-3; Hycanthon; Hicantona; Lucanthone metabolite; 1-((2-(Diethylamino)ethyl)amino)-4-(hydroxymethyl)-9H-thioxanthen-9-one; Hycanthonum; WIN 24933; NSC-134434; WIN 24,933"
CCN(CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O)CC(C)(C)O,21793,1-[2-[ethyl-(2-hydroxy-2-methylpropyl)amino]ethylamino]-4-methylthioxanthen-9-one,1-[2-[ethyl-(2-hydroxy-2-methylpropyl)amino]ethylamino]-4-methylthioxanthen-9-one,Becanthone,"Becanthone; BECANTONE; Becantone [INN]; 15351-04-9; UNII-A6P8OYN3G5; A6P8OYN3G5; BECANTHONE [MI]; 1-((2-(ETHYL(2-HYDROXY-2-METHYLPROPYL)AMINO)ETHYL)AMINO)-4-METHYLTHIOXANTHEN-9-ONE; 9H-THIOXANTHEN-9-ONE, 1-((2-(ETHYL(2-HYDROXY-2-METHOXYPROPYL)AMINO)ETHYL)AMINO)-4-METHYL-; RefChem:116855"
CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,33309,"propan-2-yl N-[2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-yl]carbamate","propan-2-yl N-[2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-yl]carbamate",Cambendazole,Cambendazole; 26097-80-3; Cambendazol; Camvet; Camdan; Cambendazolum; NSC-377071; DTXSID0046852; Isopropyl 2-(4-triazolyl)-5-benzimidazolecarbamate; 079X63S3DU
CCN(CC)CCNC1=C2C(=C(C=C1)C)OC3=C(C2=O)C=CC(=C3)Cl,192786,6-chloro-1-[2-(diethylamino)ethylamino]-4-methylxanthen-9-one,6-chloro-1-[2-(diethylamino)ethylamino]-4-methylxanthen-9-one,Miracil B,"Miracil B; 3761-70-4; 9H-Xanthen-9-one, 6-chloro-1-((2-(diethylamino)ethyl)amino)-4-methyl-; DTXSID60191049; RefChem:159028; DTXCID20113540"
CC[N+]1=C(SC=C1C2=CC=C(C=C2)C3=CC=CC=C3)/C=C/C4=CC=C(C=C4)N5CCCC5.[I-],6446785,"3-ethyl-4-(4-phenylphenyl)-2-[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]-1,3-thiazol-3-ium iodide","3-ethyl-4-(4-phenylphenyl)-2-[(E)-2-(4-pyrrolidin-1-ylphenyl)ethenyl]-1,3-thiazol-3-ium iodide",Pretamazium iodide,"Pretamazium iodide; 24840-59-3; Pretamazium iodide [INN:BAN]; ioduro de pretamazio; iodure de pretamazium; UNII-7Z32Z641H2; 7Z32Z641H2; PRETAMAZIUM IODIDE [INN]; Thiazolium, 4-(4-biphenylyl)-3-ethyl-2-(p-1-pyrrolidinylstyryl)-, iodide; DTXSID00179548"
CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3,33309,"propan-2-yl N-[2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-yl]carbamate","propan-2-yl N-[2-(1,3-thiazol-4-yl)-3H-benzimidazol-5-yl]carbamate",Cambendazole,Cambendazole; 26097-80-3; Cambendazol; Camvet; Camdan; Cambendazolum; NSC-377071; DTXSID0046852; Isopropyl 2-(4-triazolyl)-5-benzimidazolecarbamate; 079X63S3DU
CC[C@H]1CN2CCC3=CC(=C(C=C3[C@@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,3068143,"(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride","(2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride",EMETINE DIHYDROCHLORIDE,"EMETINE DIHYDROCHLORIDE; Emetine.2HCl; Emetine dihydrochloride hydrate; Emetine (dihydrochloride); Emetine hydrochloride [USP]; Amebicide; DTXSID7020558; ML081; MFCD00149309; (2S,3R,11bS)-2-[[(1R)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-1-yl]methyl]-3-ethyl-9,10-dimethoxy-2,3,4,6,7,11b-hexahydro-1H-benzo[a]quinolizine;dihydrochloride"
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,5281035,"2-[(E)-2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-N,N,1-trimethylquinolin-1-ium-6-amine","2-[(E)-2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-N,N,1-trimethylquinolin-1-ium-6-amine",PYRVINIUM,"PYRVINIUM; 7187-62-4; pyrvinium (cation); Pyrvinium ion; Pyrvinium cation; Pyrvinum (base); CHEBI:8687; 6B9991FLU3; Quinolinium, 6-(dimethylamino)-2-(2-(2,5-dimethyl-1-phenyl-1H-pyrrol-3-yl)ethenyl)-1-methyl-; 6-(Dimethylamino)-2-(2-(2,5-dimethyl-1-phenyl-1H-pyrrol-3-yl)ethenyl)-1-methylquinolinium"
C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,68827,"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one","(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one",artemisinin,artemisinin; Qinghaosu; 63968-64-9; Huanghuahaosu; (+)-Artemisinin; Artemisinine; Artemisininum; Artemisinina; GNF-Pf-5341; 9RMU91N5K2
CCN\1C2=CC=CC=C2S/C1=C/C=C/C3=[N+](C4=CC=CC=C4S3)CC.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O.C1=C(C(=CC(=C1Cl)Cl)Cl)O,6433449,"(2E)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)prop-2-enylidene]-1,3-benzothiazole;tris(2,4,5-trichlorophenol)","(2E)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)prop-2-enylidene]-1,3-benzothiazole;tris(2,4,5-trichlorophenol)",,
CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.O.Cl,23581813,"4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydrate;hydrochloride","4-N-(6-chloro-2-methoxyacridin-9-yl)-1-N,1-N-diethylpentane-1,4-diamine;hydrate;hydrochloride",TCMDC-125480,TCMDC-125480; Mepacrine hydrochloride; MLS000758289; CHEMBL546257; orb1704794; SCHEMBL25334547; AKOS040745075; NCGC00180969-01; SMR000449289
CC[NH+](CC)CCCC(C)NC1=C2C=C(C=CC2=[NH+]C3=C1C=CC(=C3)Cl)OC,15329120,4-[(6-chloro-2-methoxyacridin-10-ium-9-yl)amino]pentyl-diethylazanium,4-[(6-chloro-2-methoxyacridin-10-ium-9-yl)amino]pentyl-diethylazanium,acrichine,acrichine; 4-[(6-chloro-2-methoxyacridin-10-ium-9-yl)amino]pentyl-diethylazanium
CCO[C@@H]1[C@@H]([C@@H]2CC[C@H]([C@H]3[C@]24[C@H](O1)O[C@@](CC3)(OO4)C)C)C,3000469,"(1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","(1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane",Arteether,"Arteether; Artemotil; 75887-54-6; Beta-Arteether; artemotilo; Artemotilum; NSC-665971; beta-Dihydroartemisinin ethyl ether; XGL7GFB9YI; (1R,4S,5R,8S,9R,10S,12R,13R)-10-ethoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane"
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3C24[C@H]1CCC(O3)(OO4)C)OC)C,20054835,"(4S,5R,8S,9R,10S,12R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane","(4S,5R,8S,9R,10S,12R)-10-methoxy-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane",SCHEMBL29487245,"SCHEMBL29487245; (5aS,6R,8aS,9R,10S,12R,12aR)-10-methoxy-3,6,9-trimethyldecahydro-3,12-epoxy[1,2]dioxepino[4,3-i]isochromene"
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,64927,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine;phosphoric acid","4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine;phosphoric acid",Chloroquine diphosphate,Chloroquine diphosphate; Chloroquine phosphate; Arechin; Avloclor; Resochin; Aralen phosphate; Delagil; Chingamin phosphate; Chloroquini phosphas; NSC-14050
C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,5464098,"4-oxo-4-[[(4S,5R,8S,9R,10R,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoic acid","4-oxo-4-[[(4S,5R,8S,9R,10R,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoic acid",RefChem:1093284,RefChem:1093284; Npc8253; Succinyl dihydroartemisinin; C19H28O8; CHEMBL353548; SCHEMBL1478283; FIHJKUPKCHIPAT-JQXDXKTESA-N; HMS2090L16; HB0122; AKOS016339569
C[C@H]1CC[C@]2(C[C@@H]3C[C@@H](O2)C/C=C(/C[C@H](/C=C/C=C(\[C@@]4(C[C@@H](C(=C[C@H]4C(=O)O3)C)OC)O)/CO)C)\C)O[C@@H]1C,6450300,"(1S,4R,5'S,6'R,7S,9S,10Z,12E,14R,16E,19S,21R)-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,6',14,16-pentamethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","(1S,4R,5'S,6'R,7S,9S,10Z,12E,14R,16E,19S,21R)-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,6',14,16-pentamethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one",,
CCC1C(CCC2(O1)CC3CC(O2)C/C=C(\CC(/C=C/C=C(\C4(CC(C(=CC4C(=O)O3)C)OC)O)/CO)C)/C)C,6443029,"(10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one","(10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one",Milbemycin beta2,"Milbemycin beta2; (10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro[2,20-dioxatricyclo[17.3.1.04,9]tricosa-5,10,12,16-tetraene-21,2'-oxane]-3-one; (10Z,12E,16Z)-6'-ethyl-9-hydroxy-10-(hydroxymethyl)-7-methoxy-5',6,14,16-tetramethylspiro(2,20-dioxatricyclo(17.3.1.04,9)tricosa-5,10,12,16-tetraene-21,2'-oxane)-3-one; RefChem:158878; 56198-38-0; CHEBI:231044; Milbemycin B, 25-ethyl-, (25R)-"
CC[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4(C(C=C([C@H]5O)C)C(=O)O3)O)C)O)\CO)C,6441241,"(4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","13,29-Dihydroxymilbemycin A4","13,29-Dihydroxymilbemycin A4; 134053-89-7; RefChem:78399; (4S,5'S,6R,6'R,8R,10E,13S,14E,16E,20R,21R,24S)-6'-ethyl-12,21,24-trihydroxy-11-(hydroxymethyl)-5',13,22-trimethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one; Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-25-ethyl-13,30-duhydroxy-, (6R,13R,25R)-"
C[C@H]1CC[C@]2(C[C@@H]3CC(O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)OC1C,6436638,"(1R,4S,5'S,6R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,5'S,6R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-5',6',11,13,22-pentamethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",,
CCCCC(C)C(=O)OC1C(C(OC2(C1O)CC3CC(O2)C/C=C(/CC(/C=C/C=C/4\COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)\C)CC)C,6443028,"[(10E,14E,16E)-6'-ethyl-3',21,24-trihydroxy-5',11,13,22-tetramethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-4'-yl] 2-methylhexanoate","[(10E,14E,16E)-6'-ethyl-3',21,24-trihydroxy-5',11,13,22-tetramethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-4'-yl] 2-methylhexanoate",Milbemycin alpha7,"Milbemycin alpha7; 56197-06-9; RefChem:925890; [(10E,14E,16E)-6'-ethyl-3',21,24-trihydroxy-5',11,13,22-tetramethyl-2-oxospiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-4'-yl] 2-methylhexanoate; Milbemycin B, 5-O-demethyl-28-deoxy-6,28-epoxy-25-ethyl-22-hydroxy-23-((2-methyl-1-oxohexyl)oxy)-, (6R,22S,23R,25R)-"
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,9832912,"(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,6'S,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",Moxidectin,"Moxidectin; 113507-06-5; ProHeart 6; Moxidectina; Moxidectine; Moxidectinum; Cydectin; NGU5H31YO9; CL 301,423; NSC-760424"
C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H](C(O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,9571036,"(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one","(1R,4S,4'E,5'S,6R,8R,10E,13R,14E,16E,20R,21R,24S)-21,24-dihydroxy-4'-methoxyimino-5',11,13,22-tetramethyl-6'-[(E)-4-methylpent-2-en-2-yl]spiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one; 5-hydroxymilbemycin beta7; SCHEMBL12554967; AKOS015895074"
