"set_label","RDKit_ID","CID","PreferredName","IUPACName","PrimarySynonym","Synonyms","SMILES","source"
"Inactive","RDKit_inactive_92",5705744,"6-acetyl-7-hydroxychromen-2-one","6-acetyl-7-hydroxychromen-2-one","6-acetyl-7-hydroxychromen-2-one","6-acetyl-7-hydroxychromen-2-one; 6-Acetyl-7-hydroxy-2H-1-benzopyran-2-one; 2H-1-Benzopyran-2-one, 6-acetyl-7-hydroxy-; 59LFP758NA; 6835-55-8; 6-Ethanoyl-7-oxidanyl-chromen-2-one; UNII-59LFP758NA; CHEMBL1288534; 6-Acetyl-7-hydroxy-2H-chromen-2-one; 6-acetyl-7-hydroxycoumarin","CC(=O)C1=C(C=C2C(=C1)C=CC(=O)O2)O","Non_anthelmintic"
"Inactive","RDKit_inactive_116",44563082,"6-amino-9-methoxyfuro[3,2-g]chromen-7-one","6-amino-9-methoxyfuro[3,2-g]chromen-7-one","CHEMBL504356","CHEMBL504356; 6-amino-9-methoxy-7H-furo[3,2-g]chromen-7-one; BDBM50246308; PD182826","COC1=C2C(=CC3=C1OC(=O)C(=C3)N)C=CO2","Non_anthelmintic"
"Inactive","RDKit_inactive_81",5546,"6-phenylpteridine-2,4,7-triamine","6-phenylpteridine-2,4,7-triamine","triamterene","triamterene; 396-01-0; 6-phenylpteridine-2,4,7-triamine; 2,4,7-Triamino-6-phenylpteridine; Dyrenium; Dytac; Pterophene; Triamteren; Diurene; Noridil","C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N","Non_anthelmintic"
"Inactive","RDKit_inactive_35",17925,"7-chloro-5-(2-chlorophenyl)-1,3-dihydro-1,4-benzodiazepin-2-one","7-chloro-5-(2-chlorophenyl)-1,3-dihydro-1,4-benzodiazepin-2-one","Delorazepam","Delorazepam; Chlordemethyldiazepam; 2894-67-9; B1, Benzodiazepine; Cl-DMDZ; 2-Chloronordiazepam; 2'-chloronordiazepam; Dadumir; Ro 5-3027; RV-12165","C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl","Non_anthelmintic"
"Inactive","RDKit_inactive_76",13314,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3H-1,4-benzodiazepin-2-one","7-chloro-5-(2-chlorophenyl)-3-hydroxy-1-methyl-3H-1,4-benzodiazepin-2-one","Lormetazepam","Lormetazepam; Methyllorazepam; N-Methyllorazepam; Loramet; 848-75-9; Lormetazepamum; Chlorotemazepam; WY-4082; 7-Chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2H-1,4-benzodiazepin-2-one; 7-Chloro-5-(o-chlorophenyl)-1,3-dihydro-3-hydroxy-1-methyl-2H-1,4-benzodiazepin-2-one","CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl","Non_anthelmintic"
"Inactive","RDKit_inactive_119",46914767,"7-cyclopentyloxy-3-(4-hydroxyphenyl)chromen-4-one","7-cyclopentyloxy-3-(4-hydroxyphenyl)chromen-4-one","SCHEMBL1700973","SCHEMBL1700973; CHEMBL1214902; PD183100","C1CCC(C1)OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O","Non_anthelmintic"
"Inactive","RDKit_inactive_117",4063835,"7-hydroxy-2-[4-hydroxy-3,5-bis(3-methylbut-2-enyl)phenyl]-2,3-dihydrochromen-4-one","7-hydroxy-2-[4-hydroxy-3,5-bis(3-methylbut-2-enyl)phenyl]-2,3-dihydrochromen-4-one","Abyssinone IV","Abyssinone IV; 7-Hydroxy-2-[4-hydroxy-3,5-bis-(3-methylbut-2-enyl)phenyl]chroman-4-one; Abysinnone IV; SCHEMBL29377956; CHEBI:186357; LMPK12140038; 7-hydroxy-2-[4-hydroxy-3,5-bis(3-methylbut-2-enyl)phenyl]-2,3-dihydrochromen-4-one; AO-166/21204006; 2,3-dihydro-7-hydroxy-2-[4-hydroxy-3,5-bis(3-methyl-2-butenyl)phenyl]-4h -1-benzopyran-4-one","CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C=C(C=C3)O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_108",1890,"7-hydroxy-2-phenyl-2,3-dihydrochromen-4-one","7-hydroxy-2-phenyl-2,3-dihydrochromen-4-one","7-Hydroxyflavanone","7-Hydroxyflavanone; 6515-36-2; 7-hydroxy-2-phenyl-2,3-dihydrochromen-4-one; DTXSID0022430; 4H-1-Benzopyran-4-one, 2,3-dihydro-7-hydroxy-2-phenyl-; CC64495H41; 2,3-dihydro-7-hydroxy-2-phenyl-4H-1-benzopyran-4-one; J502.873F; CHEBI:34483; RefChem:546584","C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_47",5281807,"7-hydroxy-3-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","7-hydroxy-3-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","Puerarin","Puerarin; 3681-99-0; Kakonein; Daidzein-8-C-glucoside; Puerarin 80 mm; Daidzein 8-c-glucoside; CHEBI:8633; NPI 031G; DTXSID30958020; 7-hydroxy-3-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one","C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_93",52949920,"7-hydroxy-6-propanoylchromen-2-one","7-hydroxy-6-propanoylchromen-2-one","7-hydroxy-6-propanoylcoumarin","7-hydroxy-6-propanoylcoumarin; F7TK7AU3MZ; UNII-F7TK7AU3MZ; 144582-52-5; 7-Oxidanyl-6-propanoyl-chromen-2-one; CHEMBL1288535; 7-hydroxy-6-propionyl-2H-chromen-2-one; BDBM50332034; PD183127","CCC(=O)C1=C(C=C2C(=C1)C=CC(=O)O2)O","Non_anthelmintic"
"Inactive","RDKit_inactive_95",52943164,"7-hydroxy-8-propanoylchromen-2-one","7-hydroxy-8-propanoylchromen-2-one","7-hydroxy-8-propionyl-coumarin","7-hydroxy-8-propionyl-coumarin; 7-hydroxy-8-propionylcoumarin; XFH3YU7A9E; UNII-XFH3YU7A9E; 67752-18-5; 7-Oxidanyl-8-propanoyl-chromen-2-one; CHEMBL1288557; 7-Hydroxy-8-(1-oxopropyl)-2H-1-benzopyran-2-one; 2H-1-Benzopyran-2-one, 7-hydroxy-8-(1-oxopropyl)-; 7-hydroxy-8-propionyl-2H-chromen-2-one","CCC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O","Non_anthelmintic"
"Inactive","RDKit_inactive_104",15098246,"7-methoxy-2-(4-methylphenyl)-2,3-dihydrochromen-4-one","7-methoxy-2-(4-methylphenyl)-2,3-dihydrochromen-4-one","(+/-)-7-methoxy-2-p-tolylchroman-4-one","(+/-)-7-methoxy-2-p-tolylchroman-4-one; CHEMBL602141; SCHEMBL13394439; BDBM50310191","CC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)OC","Non_anthelmintic"
"Inactive","RDKit_inactive_105",930709,"7-methoxy-2-(4-methylphenyl)chromen-4-one","7-methoxy-2-(4-methylphenyl)chromen-4-one","108980-49-0","108980-49-0; 7-methoxy-2-(4-methylphenyl)chromen-4-one; 7-methoxy-2-(4-methylphenyl)-4H-chromen-4-one; CHEMBL17052; 7-methoxy-2-(p-tolyl)-4H-chromen-4-one; 7-methoxy-2-p-tolyl-4H-chromen-4-one; 7-Methoxy-2-p-tolyl-chromen-4-one; BDBM50310185; STK893155; AKOS002182021","CC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)OC","Non_anthelmintic"
"Inactive","RDKit_inactive_78",4506,"7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one","7-nitro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one","nitrazepam","nitrazepam; Benzalin; 146-22-5; Mogadon; Radedorm; Apodorm; Calsmin; Eunoctin; Neozepam; Neuchlonic","C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_94",5411574,"8-acetyl-7-hydroxychromen-2-one","8-acetyl-7-hydroxychromen-2-one","8-Acetyl-7-hydroxycoumarin","8-Acetyl-7-hydroxycoumarin; 6748-68-1; 8-acetyl-7-hydroxychromen-2-one; QD6QWL7EQR; DTXSID40419935; RefChem:547536; DTXCID70370782; 623-154-6; 8-acetyl-7-hydroxy-2H-chromen-2-one; CHEMBL446518","CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O","Non_anthelmintic"
"Inactive","RDKit_inactive_91",14101447,"8-acetyl-7-phenylmethoxychromen-2-one","8-acetyl-7-phenylmethoxychromen-2-one","4SJE4EN2VV","4SJE4EN2VV; 65535-49-1; UNII-4SJE4EN2VV; 8-Ethanoyl-7-phenylmethoxy-chromen-2-one; CHEMBL1290111; 8-acetyl-7-(benzyloxy)-2H-chromen-2-one; SCHEMBL7518570; DTXSID60555920; BDBM50332028; PD183246","CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)OCC3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_3",72038,"8-fluoro-2-(2-pyridin-4-ylethyl)-1,3,4,5-tetrahydropyrido[4,3-b]indole","8-fluoro-2-(2-pyridin-4-ylethyl)-1,3,4,5-tetrahydropyrido[4,3-b]indole","Carvotroline","Carvotroline; 107266-08-0; carvotrolina; Wy-47791; 1Q63WWP8G5; DTXSID10147990; 1H-Pyrido(4,3-b)indole, 8-fluoro-2,3,4,5-tetrahydro-2-(2-(4-pyridinyl)ethyl)-; carvotrolinum; RefChem:123850; DTXCID6070481","C1CN(CC2=C1NC3=C2C=C(C=C3)F)CCC4=CC=NC=C4","Non_anthelmintic"
"Inactive","RDKit_inactive_103",11708692,"9-(3-aminopropoxy)furo[3,2-g]chromen-7-one","9-(3-aminopropoxy)furo[3,2-g]chromen-7-one","119802-72-1","119802-72-1; 4BME3JM45W; UNII-4BME3JM45W; CHEMBL382645; 9-(3-Azanylpropoxy)furo(3,2-g)chromen-7-one; 7H-Furo(3,2-g)(1)benzopyran-7-one, 9-(3-aminopropoxy)-; 9-(3-aminopropoxy)furo[3,2-g]chromen-7-one; 9-(3-aminopropoxy)-7H-furo[3,2-g]chromen-7-one; SCHEMBL17373028; DTXSID90470955","C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)OCCCN","Non_anthelmintic"
"Inactive","RDKit_inactive_100",15546808,"9-methoxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromen-3-ol","9-methoxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromen-3-ol","eryvarin D","eryvarin D; 9-methoxy-10-(3-methylbut-2-enyl)-6H-(1)benzofuro(3,2-c)chromen-3-ol; 9-methoxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromen-3-ol; RefChem:137815; 406676-79-7; CHEMBL1097045; BDBM50317434","CC(=CCC1=C(C=CC2=C1OC3=C2COC4=C3C=CC(=C4)O)OC)C","Non_anthelmintic"
"Inactive","RDKit_inactive_101",119461,"9-oxo-6-propan-2-yloxyxanthene-2-carboxylic acid","9-oxo-6-propan-2-yloxyxanthene-2-carboxylic acid","33458-93-4","33458-93-4; 6-Isopropoxy-9-oxoxanthene-2-carboxylic acid; AH-6809; 6-(1-Methylethoxy)-9-oxo-9H-xanthene-2-carboxylic acid; 9H-Xanthene-2-carboxylic acid, 6-(1-methylethoxy)-9-oxo-; DTXSID80187106; NU957VN2AW; RefChem:104882; DTXCID50109597; AH 6809","CC(C)OC1=CC2=C(C=C1)C(=O)C3=C(O2)C=CC(=C3)C(=O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_58",5311,"N'-hydroxy-N-phenyloctanediamide","N'-hydroxy-N-phenyloctanediamide","Vorinostat","Vorinostat; 149647-78-9; SAHA; suberoylanilide hydroxamic acid; N-hydroxy-N'-phenyloctanediamide; Zolinza; N1-hydroxy-N8-phenyloctanediamide; Suberanilohydroxamic acid; MK-0683; MK0683","C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO","Non_anthelmintic"
"Inactive","RDKit_inactive_59",21855,"N,N-dimethyl-2-[3-(1-pyridin-2-ylethyl)-1H-inden-2-yl]ethanamine","N,N-dimethyl-2-[3-(1-pyridin-2-ylethyl)-1H-inden-2-yl]ethanamine","DIMETHINDENE","DIMETHINDENE; Dimetindene; 5636-83-9; Dimethpyrindene; Forhistal; Dimetindeno; Dimetindenum; Feniallerg; N,N-dimethyl-2-[3-(1-pyridin-2-ylethyl)-1H-inden-2-yl]ethanamine; 2-(1-(2-(2-Dimethylaminoethyl)inden-3-yl)ethyl)pyridine","CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C","Non_anthelmintic"
"Inactive","RDKit_inactive_13",36354,"N-(2,6-dichlorophenyl)-N-prop-2-enyl-4,5-dihydro-1H-imidazol-2-amine","N-(2,6-dichlorophenyl)-N-prop-2-enyl-4,5-dihydro-1H-imidazol-2-amine","Alinidine","Alinidine; 33178-86-8; ST-567; Alinidina; Alinidinum; DTXSID4022571; E7IDJ8DS1D; St 567 br (as hbr); St 567-br (as hbr); St-567-br-(as-hbr)","C=CCN(C1=C(C=CC=C1Cl)Cl)C2=NCCN2","Non_anthelmintic"
"Inactive","RDKit_inactive_64",4906,"N-(2-methylphenyl)-2-(propylamino)propanamide","N-(2-methylphenyl)-2-(propylamino)propanamide","prilocaine","prilocaine; 721-50-6; Propitocaine; prilocaine base; N-(2-Methylphenyl)-2-(propylamino)propanamide; Prilocaina; Prilocainum; Astra 1515; Propanamide, N-(2-methylphenyl)-2-(propylamino)-; o-Methyl-2-propylaminopropionanilide","CCCNC(C)C(=O)NC1=CC=CC=C1C","Non_anthelmintic"
"Inactive","RDKit_inactive_73",51349239,"N-[(2S)-6-amino-1-[3-[[(2S)-6-amino-1-[3-[[(2S)-6-amino-1-(3-carbamoyl-4-methoxyanilino)-1-oxohexan-2-yl]carbamoyl]-4-methoxyanilino]-1-oxohexan-2-yl]carbamoyl]-4-methoxyanilino]-1-oxohexan-2-yl]-5-[[(2S)-2,6-diaminohexanoyl]amino]-2-methoxybenzamide","N-[(2S)-6-amino-1-[3-[[(2S)-6-amino-1-[3-[[(2S)-6-amino-1-(3-carbamoyl-4-methoxyanilino)-1-oxohexan-2-yl]carbamoyl]-4-methoxyanilino]-1-oxohexan-2-yl]carbamoyl]-4-methoxyanilino]-1-oxohexan-2-yl]-5-[[(2S)-2,6-diaminohexanoyl]amino]-2-methoxybenzamide","DELPARANTAG","DELPARANTAG; PMX-60056; Delparantag [USAN]; Delparantag [USAN:INN]; UNII-FSY46235ZO; PMX 60056; FSY46235ZO; DELPARANTAG [INN]; DELPARANTAG [WHO-DD]; DTXSID50236236","COC1=C(C=C(C=C1)NC(=O)[C@H](CCCCN)N)C(=O)N[C@@H](CCCCN)C(=O)NC2=CC(=C(C=C2)OC)C(=O)N[C@@H](CCCCN)C(=O)NC3=CC(=C(C=C3)OC)C(=O)N[C@@H](CCCCN)C(=O)NC4=CC(=C(C=C4)OC)C(=O)N","Non_anthelmintic"
"Inactive","RDKit_inactive_69",82148,"N-[2-(7-methoxynaphthalen-1-yl)ethyl]acetamide","N-[2-(7-methoxynaphthalen-1-yl)ethyl]acetamide","Agomelatine","Agomelatine; 138112-76-2; Thymanax; Valdoxan; S20098; S-20098; AGO-178; S 20098; Agomelatina; N-(2-(7-methoxy-1-naphthyl)ethyl)acetamide","CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC","Non_anthelmintic"
"Inactive","RDKit_inactive_53",3034756,"N-[2-hydroxy-5-[(1S)-1-hydroxy-2-[[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]ethyl]phenyl]formamide","N-[2-hydroxy-5-[(1S)-1-hydroxy-2-[[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]ethyl]phenyl]formamide","(+)-formoterol","(+)-formoterol; 67346-48-9; DTXSID80110070; RefChem:1048948; DTXCID7065330; (S,S)-Formoterol; N-[2-hydroxy-5-[(1S)-1-hydroxy-2-[[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]ethyl]phenyl]formamide; N-{2-hydroxy-5-[(1S)-1-hydroxy-2-{[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino}ethyl]phenyl}formamide; (S,S)-N-[2-hydroxy-5-[1-hydroxy-2-[[2-(4-methoxyphenyl)-1-methylethyl]amino]ethyl]phenyl]formaldehyde; NCGC00025167-01","C[C@@H](CC1=CC=C(C=C1)OC)NC[C@H](C2=CC(=C(C=C2)O)NC=O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_15",1978,"N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide","N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide","acebutolol","acebutolol; 37517-30-9; Acetobutolol; Acebutololo; Acebutololum; (+-)-Acebutolol; 5'-Butyramido-2'-(2-hydroxy-3-isopropylaminopropoxy)acetophenone; N-(3-acetyl-4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)butanamide; CHEBI:2379; 3'-Acetyl-4'-(2-hydroxy-3-(isopropylamino)propoxy)butyranilide","CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_66",151171,"N-[4-(2-methyl-4,5-dihydro-3H-imidazo[4,5-d][1]benzazepine-6-carbonyl)phenyl]-2-phenylbenzamide","N-[4-(2-methyl-4,5-dihydro-3H-imidazo[4,5-d][1]benzazepine-6-carbonyl)phenyl]-2-phenylbenzamide","Conivaptan","Conivaptan; 210101-16-9; YM087; YM-087; YM 087; 0NJ98Y462X; 4'-((4,5-dihydro-2-methylimidazo(4,5-d)(1)benzazepin-6(1H)-yl)carbonyl)-2-biphenylcarboxanilide; CHEBI:681850; DTXSID80175220; [1,1'-Biphenyl]-2-carboxamide, N-[4-[(4,5-dihydro-2-methylimidazo[4,5-d][1]benzazepin-6(1H)-yl)carbonyl]phenyl]-","CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6","Non_anthelmintic"
"Inactive","RDKit_inactive_4",119369,"N-[4-[5-(dimethylamino)-2,3,4,5-tetrahydro-1-benzazepine-1-carbonyl]phenyl]-2-methylbenzamide","N-[4-[5-(dimethylamino)-2,3,4,5-tetrahydro-1-benzazepine-1-carbonyl]phenyl]-2-methylbenzamide","Mozavaptan","Mozavaptan; 137975-06-5; Opc-31260; Opc 31260; Mozavaptane; DTXSID8057641; 17OJ42922Y; DTXCID9031430; 5-Dimethylamino-1-(4-(2-methylbenzoylamino)benzoyl)-2,3,4,5-tetrahydro-1H-benzazepine; N-(4-(((5RS)-5-(Dimethylamino)-2,3,4,5-tetrahydro-1H-1-benzazepin-1-yl)carbonyl)phenyl)-2-methylbenzamide","CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C","Non_anthelmintic"
"Inactive","RDKit_inactive_87",2200,"N-benzyl-N-(4,5-dihydro-1H-imidazol-2-ylmethyl)aniline","N-benzyl-N-(4,5-dihydro-1H-imidazol-2-ylmethyl)aniline","antazoline","antazoline; 91-75-8; Phenazoline; Antihistal; Antastan; Antasten; Antistine; Histostab; Imidamine; Azalone","C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_36",6918848,"N-hydroxy-4-[[(2S)-3-methyl-2-phenylbutanoyl]amino]benzamide","N-hydroxy-4-[[(2S)-3-methyl-2-phenylbutanoyl]amino]benzamide","AR-42","AR-42; 935881-37-1; (S)-N-Hydroxy-4-(3-methyl-2-phenylbutanamido)benzamide; (S)-HDAC-42; OSU-HDAC42; HDAC-42; (S)-HDAC 42; AR 42; OSU-HDAC 42; E0GG29V0AQ","CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO","Non_anthelmintic"
"Inactive","RDKit_inactive_86",3345,"N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide","N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide","fentanyl","fentanyl; Phentanyl; Fentanil; Fentanest; Duragesic; 437-38-7; Fentanila; Fentanylum; Sublimase; Durogesic","CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_30",60838,"[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate","[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate","irinotecan","irinotecan; 97682-44-5; (+)-Irinotecan; Irinophore C; Irinotecanum; Biotecan; Irinotecan lactone; Irinotecan mylan; HSDB 7607; NSC-728073","CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7","Non_anthelmintic"
"Inactive","RDKit_inactive_90",53232,"[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate","[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2S)-2-methylbutanoate","lovastatin","lovastatin; 75330-75-5; mevinolin; Monacolin K; Mevacor; Altoprev; Mevlor; Sivlor; Altocor; MK-803","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_11",5491960,"[(7-nitro-2,3-dioxo-1,4-dihydroquinoxalin-5-yl)methylamino]methylphosphonic acid","[(7-nitro-2,3-dioxo-1,4-dihydroquinoxalin-5-yl)methylamino]methylphosphonic acid","Becampanel","Becampanel; 188696-80-2; AMP-397; X3D0O800AJ; DTXSID50172241; ((7-Nitro-2,3-dioxo-1,2,3,4-tetrahydroquinoxalin-5-yl)methylamino)methylphosphonic acid; becampanelum; RefChem:116854; DTXCID0094732; AMP397","C1=C(C=C2C(=C1CNCP(=O)(O)O)NC(=O)C(=O)N2)[N+](=O)[O-]","Non_anthelmintic"
"Inactive","RDKit_inactive_63",443958,"[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate","[2-[(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-9,13-dimethyl-16-oxospiro[5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-diene-6,1'-cyclopentane]-8-yl]-2-oxoethyl] acetate","amcinonide","amcinonide; 51022-69-6; Cyclocort; Amcinonidum; Visderm; amcinonida; CL-34699; Triamcinolonacetatcyclopentanonid; CL 34699; DTXSID6045905","CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6","Non_anthelmintic"
"Inactive","RDKit_inactive_49",60169,"bis[3-[6,7,8-trimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] butanedioate","bis[3-[6,7,8-trimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] butanedioate","Doxacurium","Doxacurium; Doxacurium ion; Doxacurium cation; bis[3-[6,7,8-trimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] butanedioate; DTXSID401019852; P40015Y3WW; bis(3-(6,7,8-trimethoxy-2-methyl-1-((3,4,5-trimethoxyphenyl)methyl)-3,4-dihydro-1H-isoquinolin-2-ium-2-yl)propyl) butanedioate; 7560511IZ6; RefChem:590412; CHEBI:4706","C[N+]1(CCC2=CC(=C(C(=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCC5=CC(=C(C(=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)OC)C","Non_anthelmintic"
"Inactive","RDKit_inactive_43",313,"chlorane","chlorane","hydrochloric acid","hydrochloric acid; hydrogen chloride; 7647-01-0; Muriatic acid; chlorane; Chlorohydric acid; Anhydrous hydrochloric acid; Acide chlorhydrique; Chlorwasserstoff; Muriaticum acidum","Cl","Non_anthelmintic"
